0,1.92e-05,8.85e-05,0.00013194,0,0.00062327,0.0012341,0.017543,0.0028148,0,0,0.099903,0.50315,0.001568,0,0.0014047,0.073425,0.12277,0.032806,0.00068187,0.006227,0.11721,0.00035524,0,0.0012071,0.001085,0,0.0015845,0,0.0041313,0,4.91e-05,6.22e-05,0,0,0.00038613,0.00030805,0.23491,4.01e-05,0.15361,0.045858,0.001422,3.1e-05,0.0017571,0.17151,0,0,5e-05,0,0,0,0,0.00014762,0.00030069,0
0,0,0.37773,0,0.00059032,0.0047382,0.0013368,0,0,0.084477,0.27461,0,0,0.018733,0.30027,0.088719,0,0,0,0.0031725,0,0.0007256,5.73e-05,0.029608,0.003139,0.01608,0.073969,0.0045624,0,0.0038309,0.011389,0.017817,8.92e-05,0,0,0,0.00010483,0,0,0,0.0005637,0.00064033,0.00071438,0.016473,0.00060765,0.044794,0,0.033933,0,0,0,0.0001469,0,0,0
0,0.061765,0,0,0.0082645,0.012819,0.00064363,0,3.67e-05,0.0064322,0.044133,0,0,0.0060243,0.0041765,0.025047,0,0,0,0.0040017,0.00019577,0.00024187,0.0004813,0.021597,0.0014224,0.0089528,0.039015,0.0047534,0,0,0,0.00052986,0,8.85e-05,0,0.00019306,0.00012782,0,0,0,7.92e-05,0.00041182,0.0037873,0.00076872,0,0.031526,0.00012284,0.0011523,0,0,0,0.00017381,0,0,0
0,0,0,0,0.0053129,0.014345,0.00046407,0,0,0,0,0,0,0.0014442,0,0.0083144,0,0,0,0.0010336,0,0,0.0010314,0,0.0065105,0,0,0.0015318,0,0,0,0,0,0.050992,0.012261,0.00025742,0.021108,0,0,0,0,0.0019143,0.00055783,0,0,0,0.00077799,0,0.030566,0.046121,0.053861,0.013448,0.010286,0.0080676,0.026757
0,0,0,0,0,0.027425,0.041169,0,0,0,0,3.34e-05,0,0,0.0025819,0.0013279,5.84e-05,0,0,0.007357,0,0.00098601,0.0035989,0.0055822,0.014234,0.00095542,0,0.0035996,0,0.00039345,0,0.00072629,0,0.015564,0,0.030246,0.0091882,0,0.037241,0,0.004196,0.020928,0.19997,0,0.00013824,0.00015861,0,0.0080667,0.016608,0.014472,0.0089472,0.016751,9.19e-05,0.046745,0.0079649
0.00086017,0.0039883,0.0017701,0.00013194,0.015348,0,0.14479,0.069834,0.025786,0,0.00012075,0.0014776,0,4.13e-05,0.033512,0.0043975,0.0057023,0.00042481,0.0047762,0.018849,0.012972,0.0015653,0.0023492,0.078637,0.00054768,0.02908,0.04078,0.00070221,0,0.0048198,0,0.0095981,1.95e-05,0.02573,0,0.0030246,0.0024219,0.0048405,8.03e-05,0.00026801,0.014127,0.0071736,0.077957,0.00065891,0.013991,0.0020689,0,0.022165,0,0.00021064,0.00013539,2.67e-05,7.38e-05,0,0.00015835
0.00057345,0.00033858,0.00066378,0,0.059622,0.14672,0,0.23838,0.07499,0,6.04e-05,0.011849,0,0.00016505,0.0088826,0.0033495,0.029539,0,0.016019,0.076594,0.0089843,0.0030349,0.010212,0.11077,0.0024365,0.0071905,0.0010592,0.0010308,0,0.0014558,0,0.0014103,1.95e-05,0.0014393,0,0.0016089,0.0025222,0.0051253,0.0067418,0,0.049138,0.0074381,0.1369,0,0.029397,4.34e-05,0,0.0079975,0,4.62e-06,0,0,0,0.00049639,0
0.00041416,0,4.43e-05,0,0,0.00084768,0.004141,0,0.06975,0,0,0.0089461,0,0.00070146,8.33e-05,0,0.018125,0,0.0016969,0.00046841,0.0028478,0,0.00072195,0.00014197,9.36e-05,0.00014141,0,0,0,5.9e-05,0,0,0,0,0,0,0,0.029613,0,0,0.0005637,0,3.1e-05,0,0.007788,0,0,6.02e-05,0,0,0,0,0,0,0
0.00031858,4.49e-05,0,0,0,2.97e-05,0.0047826,0.044122,0,0,0,0.016001,0,0,0,2.93e-05,0.089529,0,0.01667,0.0014438,0.11091,0.0012855,0.00011459,0.0032769,0,0.016546,0.00017654,0,0,0,0,0,0,0,0,0,0,0.0074032,0,0,0,9.18e-06,0,0.00010982,0.005429,0,0,5e-05,0,0,0,0,0,0,0
0,0.078347,0.050624,0,0,0.0010388,0.00014814,0,7.33e-05,0,0.14731,8.1e-05,0,0.00012379,0.0152,0.00077173,0,0,0,0.00049771,0,0,1.15e-05,0,0.00063364,0.14091,0.19366,0,0,0,0,0.00022708,0,0,0,0,5.24e-05,0,0,3.83e-05,0,0,0,0.00010982,4.67e-05,0.0074668,0,0.00041029,0,0,0,0,0,0,0
0,0.034692,0.026374,0,0,0.0002968,1.27e-05,0,3.67e-05,0.069683,0,0,0,0,0.00020822,0,0,0,0,0,0,0,0,0,0,0.00028192,0.0078559,0,0,0,0,7.57e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011501,0,0.00026561,0,0,0,0,0,0,0
0.12243,0,0,0,0,0.00017808,0.0017347,0.20468,0.039207,0,0,0,0.21152,0.00016505,0,3.81e-05,0.14834,0.20816,0.0070129,0.00031472,0.0068176,0.10342,0.0053691,0,0.00021379,0.0010646,0,2.05e-05,0,0.00031476,0,0,0,0,0,0,0,0.32204,4.01e-05,0.053067,0.0005637,0.00063528,0,0.00021964,0.027618,0,0,6.51e-05,0,0,0.00013539,0,0,0,0
0.23852,0,4.43e-05,0,0,0,0.00063563,0.042352,0.011303,0,0,0.28657,0,8.25e-05,0,5.41e-05,0.097421,0.010195,0.0048694,0,0.001005,0.034391,0.00050422,0,0.0002326,0.00053187,0,0,0,0.0013968,0,0,1.95e-05,0,0,0,0.00023265,0.087415,0,0.017,0.010147,0.00010808,0.0024482,0,0.052316,0,0,0,0,0,0.00013539,0,0,0,0
0,0.001396,0.00035401,0.00475,0,0.00065295,0.0017546,0,0.00025664,0,0,0,0.0015176,0,0,0.037678,0,0.00042481,0,0.0026668,0,0.024529,0.021731,0.00028393,0.12971,0.00019447,8.83e-05,0.018409,0,0.00015738,0,2.52e-05,0,0,0.0045977,0.00019306,0.0002262,0,4.01e-05,0.0024504,0,0.001788,0.00049585,0.00065891,0.00085448,0.00013009,0.0020473,0.0002253,0.00079717,0.00097052,0.0025606,0.0077723,0.0081804,0.0018283,0.0014326
0,0.10001,0.007567,0,0,0.0030072,0.0041264,0,0.0010265,0,0.00015093,0,0,8.25e-05,0,0.0064375,0,0,0,0.0054243,0,0.00063613,2.29e-05,0.084102,0.00090683,0.010187,0.010063,5.58e-05,0,0.00031476,0,0.0038892,0,0,0,6.44e-05,0,0,0,0,0,8.06e-05,0.00039176,0.0018669,0.00012113,0.003269,0,0.0091768,0,0,0,0,0,0,0
3.19e-05,0.037904,0.0535,0.0013194,0.0011806,0.01233,0.0092788,0,0.00010999,0.00021441,0.00015093,0,0.00012338,0.16158,0.025586,0,0,0.00042481,0,0.020311,0.00060638,0.023204,0.034882,0.033936,0.2518,0.0069013,0.017036,0.030554,0,0.0017098,0,0.0013308,0,0.00061969,0.0038314,0.0014158,0.0014004,0,0.0014447,0.005858,0.0015236,0.0053012,0.0076229,0.021854,0.0091487,0.021339,0.0042994,0.0030575,0.0011792,0.00062527,0.0018896,0.0080305,0.01254,0.00088817,0.00031671
0.16477,0,0,0,0.00059032,0.0012465,0.0023054,0.24338,0.50453,0.00021441,0,0.29423,0.035842,0.00028884,4.16e-05,0,0,0.015293,0.28524,0.0021238,0.14307,0.0094624,0.004819,0.0011357,0.00011906,0.00053175,0,4.11e-05,0,3.93e-05,0,0,0,0,0,0,0,0.20131,4.01e-05,0.0030247,0.0005637,0.00015606,0,0.00010982,0.025044,0,0,0.00010002,0,0,0,0,0,0,0
0.0015929,0,0,0,0,0,0.00025521,0.0005647,0.0050301,0,0,0.0014697,0.043908,0.00053641,0,0.00018512,0.0044333,0,0.011714,0.0013627,0.004345,0.11035,0.0088015,0,2.54e-05,0.00015601,0,8.21e-05,0,1.97e-05,0,0,0,0,0,0,0,0,0,0.018608,0,0.00014688,0,0,0.0047587,0,0,5e-05,0,0,0.00014912,0,0,0,0
