0,0.12968,2.0001,0,0,0,0,0,0,1.048,0,0,4.9637,31.651,466.03,0,0,0,13.539,0,0,0,0,0,0,0,0,0,1056.2,5009.4,38.002,0,0,15.893,0,0,319.91,289,66.235,2.3484,28.906,273.92,0,7.8622,0,14.659,15.453,0,0,30.529,0,0,0,0,54.199,0,0.46115,0,0,0,1.4689,0,0,0,0,0,0,0,0,0,0,6.0008,0,0,6.2895,825,0.99989,4012.4,619.45,31.804,0.58655,16.004,0,0,0,0,0,0,2468.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0806,0,0,0,0,0,0,0,0,1.8038,1.2331,0,0,0
0,0,8536.7,0,0,0,0,0,0,0,1,0,37.735,34.285,0,0,0,0,0,0,0,0,0,0,394.09,9098.7,0,0,0,0,454.01,4555.4,0,1003.8,0,0,0,0,0,10.926,0,1.6957,0,1.2682,45.241,38.12,229.01,838.59,0,87.904,0,0,0,0,50.258,51.011,167.34,0,0,0,2.1065,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1403,0,0,0,7.6145,14.322,13.517,150.04,0,0,0,0,0,0,8.7453,0,0,0,0,0,0,726.02,0,0,0,0,0,0,733.36,0,0,0,0,0,0,0,2.2022,0,0,0,0,0
0,417.16,0,0,0,0,0,0,0,0,14,0,102.09,16.507,0,0,0,0,0.17653,0,0,0,0,0,30.006,1462.3,0,0,0,0,146,63.362,0,283.38,0,0,0,0,0,13.782,0.90876,0.56525,0,10.652,33,17.274,127.51,442.31,0,91.584,0,0,0,0,0,0,4.9764,0,0,0,0,0,0,0,0,0,0,0,0,0.5187,0,3.0003,0,0,2.6097,0,0,0,1.0698,9.2108,71.66,7.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,510.97,3.0015,0,0,0,0,0,24.904,0,0,0,0,0,0,0,2.6056,0,0,0,0,0
0,152.94,610.06,0,0,0,0,0,0,1.048,0,0,10.954,29.15,0,0,0,0,3.3505,0,0,0,0,0,31.007,13.002,0,0,0,0.12246,1508.1,4.2943,0,361.56,0,0,0,0,0.12033,5.124,26.452,10.215,0,45.025,9.0186,131.4,133.27,30.022,0,166.01,0,0,0,0,0,1.0002,22.319,0,0,0,1.0084,0,0,0,0,0,0,0,0,0,0,11.001,0,0,2.6097,0,0,82.009,4.8163,18.598,7.4575,16.004,0,0,0,0,0,0,5.0782,0,0,0,0,0,0,116.52,7.0035,0,0,0,0,0,70.269,0,0,0,0,0,0,0,15.009,2.7057,0,0,0,0
0,178.93,757.08,0,0,0,0,0,0,0,1,0,4.4911,7.1835,0,0,0,0,1.2344,0,0,0,0,0,88.019,338.06,0,0,0,0,89.004,5.6219,0,54.936,0,0,0,0,0,2.77,0.402,1.2048,0,9.384,2.5029,11.71,93.147,272.19,0,23.317,0,0,0,0,1.0325,3.0007,13.63,0,0,0,1.5562,0,0,0,0,0,0,0,0,0,0,13.002,0,0,0.46959,0,0,7.0007,11.36,6.9352,7.9989,121.03,0,0,0,0,0,0,6.4237,0,0,0,0,0,0,385.59,0,0,0,0,0,0,167.17,0,0,0,0,0,0,0,0.40026,0,0,0,0,0
0,7.4996,112.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0002,165.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7947,18.012,0,0,0,0,0,0,0,0,0.44894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0004,0,0,0,5.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,62.474,0,0,0,0,0,0,4.6595,0,0,0,0,0,0,0,0,0,0,0,0,0
0,201.82,505.04,0,0,0,0,0,0,0,0,0,0,0.1626,0,0,0,0,0,0,0,0,0,0,7.0017,752.15,0,0,0,0,6.0003,0.94819,0,1.0601,0,0,0,0,0,0.096088,0,0,0,0,0,0,24.144,25.017,0,0.68013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10266,0,1.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,33.183,0,0,0,0,0,0,0.32634,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.7579,68.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.007,848.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17852,1.4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6447,0,0,0,0,0,0,1.0806,0,0,0,0,0,0,0,0,0,0,0,0,0
0,412.39,964.09,0,0,0,0,0,0,0,0,0,0.23653,0.1626,0,0,0,0,0,0,0,0,0,0,461.1,10436,0,0,0,0.12246,1.0009,3.1589,0,0.861,0,0,0,0,0,0.096088,0,0,0,0,0,0,16.578,25.017,0,0.39497,0,0,0,0,0,0,0.71097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1403,0,0,0,0,0,0,1.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,107.76,0,0,0,0,0,0,6.8322,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9.0001,0,114.24,11.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.002,0,0,94.069,0,0,0,0,0,3.5597,0,0,0,22.827,0,79.064,0,0,0,29.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.86,16.001,4.0006,0,0,430.96,0,0,0,0,42.815,10.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.009,0,0,0,0,0,0,0,0,0,123.46,339.59,0,283.85,201.6,125.68,33.085,101.44,0,0
