SS
DlpfC
OrbFC
OrbFC
OrbFC
OrbFC
OrbFC
MpfC
MpfC
Vis
Vis
Cing/RSP :Vis
Cing/RSP
Cing/RSP
Cing/RSP
MpfC
MpfC
MpfC
MpfC
MpfC
Cing/RSP
Cing/RSP
Cing/RSP
Cing/RSP
MpfC
MpfC
VTempCtx
VTempCtx
SS
SS  p
DlpfC?
DlpfC
DlpfC
VlpFC
VlpFC
VlpFC
MO  p
MO  p
MO  pre
MO  pre
MO  s
MO
MO
MO
DlpfC
DlpfC
DlpfC
DlpfC
InsulCtx
PPC
Amygd
Aud
Aud
Aud
Aud
Aud
Aud
Aud
Aud
Aud
Aud
Aud
Aud
InsulCtx
VTempCtx
LTempCtx :Vis
InsulCtx
OrbFC
InsulCtx
PPC?
PPC
Vis
OrbFC
OrbFC
PPC
PPC
PPC
PPC
PPC
PPC
Cing/RSP
LTempCtx
InsulCtx
InsulCtx
PiriformCtx
VlpFC
Cing/RSP :Vis
InsulCtx
SS  s
SS  s
SS  s
SS  s
Aud
LTempCtx
LTempCtx
LTempCtx/TEa
LTemp
VTempCtx
VTempCtx
VTemp
VTempCtx
VTempCtx
LTempCtx
LTempCtx
InsulCtx
InsulCtx
Vis
Vis
Vis
Vis
Vis
Vis
Vis
Vis
Vis
PPC
