25.394
23.925
12.033
7.0776
7.5664
1.6632
3.3584
1.7504
7.3928
9.8768
12.196
5.6304
12.922
14.71
3.928
4.7032
7.9832
5.7024
5.1088
6.748
6.3296
5.528
10.682
8.6296
11.433
2.6776
7.1648
18.555
21.121
22.086
5.2928
3.2864
3.4512
16.621
5.5808
5.0912
33.99
3.5816
14.514
10.905
13.488
10.691
4.176
3.9144
12.967
14.118
17.83
7.7392
1.46
4.4504
2.0768
7.1888
2.8328
1.2152
6.4672
5.7616
4.0392
4.1128
1.916
4.196
3.2536
1.5768
2.2304
4.8112
23.626
15.25
5.4536
5.0096
4.9024
14.141
7.9816
15.578
0.0016
5.464
8.868
34.545
7.084
5.9968
15.659
10.929
7.2512
6.6184
2.2992
2.8176
9.5072
10.869
4.9632
3.5664
6.9112
4.7864
3.8976
4.456
9.4112
13.762
20.124
41.767
27.393
13.037
9.1744
9.3864
5.2256
6.7008
16.706
6.8256
1.6176
5.8664
272.42
118.89
66.576
8.8008
35.062
13.134
16.991
35.211
8.9408
3.1152
